primerid	coef	ci.hi	ci.lo	P	celltype	FDR
ZBTB7A	0.005508777	0.006075177	0.004942376	1.05158E-21	astro	1.48524E-20
ZBTB7C	-0.009149105	-0.004938227	-0.013359982	5.0721E-09	astro	2.4603E-08
ZBTB8OS	-0.002385609	0.000550346	-0.005321565	0.003201853	astro	0.005389599
ZC2HC1A	-0.007789455	-0.003778943	-0.011799966	2.20246E-06	astro	7.15321E-06
ZC3H12C	0.00579702	0.008524384	0.003069655	0.000205948	astro	0.000459234
ZC3H13	-0.010238706	-0.005987252	-0.014490159	1.64755E-12	astro	1.21452E-11
ZC3H14	0.000215673	0.002314962	-0.001883616	0.028397489	astro	0.037589352
ZC3H15	-0.001862119	0.000262939	-0.003987178	0.018400056	astro	0.025442941
ZC3H3	0.001789051	0.00213879	0.001439312	1.09041E-06	astro	3.69869E-06
ZC3H4	0.001316551	0.001953297	0.000679804	0.018169966	astro	0.025171375
ZC3H6	-0.010759601	-0.006316896	-0.015202306	5.79435E-10	astro	3.18523E-09
ZC3H7A	-0.001026282	0.001164273	-0.003216837	1.03367E-05	astro	2.97872E-05
ZC3H7B	-0.000575127	0.001068905	-0.002219159	0.055114296	astro	0.068351487
ZC3H8	-0.004899414	-0.001880736	-0.007918092	9.24232E-07	astro	3.17183E-06
ZC4H2	0.000214321	0.001910004	-0.001481362	0.009892875	astro	0.014633619
ZCCHC14	-0.002347292	0.00025655	-0.004951134	0.067770134	astro	0.082719429
ZCCHC17	-0.001009066	0.000746341	-0.002764474	0.099537756	astro	0.117217084
ZCCHC2	0.004144615	0.004891393	0.003397837	8.52926E-11	astro	5.23196E-10
ZCCHC24	-0.008316706	-0.004386598	-0.012246813	1.16998E-06	astro	3.94669E-06
ZCCHC7	0.009018268	0.012468626	0.005567909	1.60634E-05	astro	4.46441E-05
ZCCHC8	7.62929E-05	0.001673452	-0.001520866	0.001703631	astro	0.003081386
ZDBF2	-0.003052997	-0.000467658	-0.005638337	0.00435007	astro	0.007020048
ZDHHC13	0.000512112	0.002110308	-0.001086083	0.168103564	astro	0.189401753
ZDHHC14	0.006552286	0.007098415	0.006006156	1.45074E-22	astro	2.17224E-21
ZDHHC17	0.001098521	0.003861092	-0.00166405	0.016806633	astro	0.023481087
ZDHHC2	-0.000326735	0.002079641	-0.00273311	0.011837193	astro	0.017169677
ZDHHC20	-0.002122537	0.000538044	-0.004783119	0.01028702	astro	0.015155389
ZDHHC21	0.001797266	0.00576086	-0.002166328	5.07987E-06	astro	1.54744E-05
ZDHHC3	-0.001352582	0.00053694	-0.003242103	0.088339418	astro	0.105023149
ZDHHC5	0.000478449	0.001465063	-0.000508165	0.02060814	astro	0.028137393
ZDHHC7	0.001066911	0.001753318	0.000380504	0.026331861	astro	0.035124822
ZDHHC8	0.000971127	0.002275832	-0.000333578	0.412917052	astro	0.433061151
ZEB1	0.00408367	0.008099595	6.77454E-05	0.001459596	astro	0.002674534
ZEB2	0.000831513	0.004444003	-0.002780978	0.314480472	astro	0.33720131
ZER1	0.000914783	0.003044255	-0.001214689	0.004514771	astro	0.007251029
ZFAND3	0.031238148	0.034818439	0.027657857	1.32812E-46	astro	4.93313E-45
ZFAND4	-0.000536325	0.000964438	-0.002037088	0.113622572	astro	0.132526813
ZFAND5	0.009202036	0.010626696	0.007777377	2.97592E-18	astro	3.43724E-17
ZFAND6	0.005926534	0.008197556	0.003655512	2.46138E-05	astro	6.58491E-05
ZFAT	0.001092281	0.001858611	0.000325951	0.08911714	astro	0.105804471
ZFC3H1	-0.00271723	6.45176E-05	-0.005498978	0.000382105	astro	0.000802277
ZFHX2	0.000990286	0.002618994	-0.000638423	0.00023749	astro	0.000521609
ZFHX3	0.00113751	0.005235103	-0.002960082	0.000531257	astro	0.001086265
ZFHX4	0.014520723	0.019154999	0.009886448	3.01102E-10	astro	1.72135E-09
ZFP14	-0.002858119	-0.00028057	-0.005435668	0.017597487	astro	0.024461578
ZFP30	-0.005226679	-0.001942856	-0.008510503	3.32671E-06	astro	1.04658E-05
ZFP36	0.002332454	0.003310744	0.001354165	0.002612036	astro	0.004505059
ZFP36L1	0.015561247	0.018017854	0.01310464	1.02059E-20	astro	1.36682E-19
ZFP36L2	0.005364689	0.006551484	0.004177895	5.74579E-09	astro	2.76316E-08
ZFP64	-0.001839752	0.000285045	-0.003964549	0.034575988	astro	0.044944773
ZFP90	-0.000947574	0.001014376	-0.002909525	0.034652497	astro	0.045018113
ZFPM1	0.000245202	0.001443286	-0.000952883	0.903006987	astro	0.906783566
ZFPM2	0.000588717	0.004126269	-0.002948835	0.18700635	astro	0.208775106
ZFR	-0.002102407	0.001215018	-0.005419831	0.000315737	astro	0.000677312
ZFX	0.000251341	0.00245868	-0.001955998	0.114333617	astro	0.133309904
ZFYVE1	0.0006339	0.001773371	-0.00050557	0.065229785	astro	0.079836126
ZFYVE16	-0.017745404	-0.013079533	-0.022411276	2.18014E-16	astro	2.19746E-15
ZFYVE21	0.004240411	0.005397202	0.003083621	1.2321E-07	astro	4.87831E-07
ZFYVE26	-0.000793017	0.000825677	-0.002411711	0.010959747	astro	0.016028361
ZFYVE28	0.000868112	0.003569261	-0.001833037	0.287918781	astro	0.310702723
ZFYVE9	-0.00202711	0.000945204	-0.004999423	0.02718587	astro	0.0361564
ZHX2	0.015414398	0.019233396	0.0115954	3.21942E-13	astro	2.50511E-12
ZHX3	-0.010685899	-0.006659678	-0.01471212	2.61155E-12	astro	1.8879E-11
ZIC1	-0.010822029	-0.006401979	-0.015242079	2.13149E-08	astro	9.36725E-08
ZIC2	0.002984504	0.003723078	0.002245931	6.09194E-07	astro	2.15106E-06
ZIC5	5.04177E-07	0.0015235	-0.001522491	0.664697624	astro	0.677598502
ZKSCAN1	-0.013717396	-0.009113494	-0.018321298	1.33115E-13	astro	1.07693E-12
ZKSCAN8	0.000327646	0.001332385	-0.000677092	0.195177123	astro	0.217175737
ZMAT1	-0.036103536	-0.031708453	-0.040498619	6.54983E-58	astro	3.36141E-56
ZMAT3	0.001034351	0.003026977	-0.000958276	0.008397673	astro	0.012629282
ZMIZ1	-0.002033248	0.00127612	-0.005342615	0.000945257	astro	0.001813632
ZMIZ2	-0.001345929	0.000816706	-0.003508564	0.154918689	astro	0.176021353
ZMPSTE24	-0.001777366	0.00026175	-0.003816481	0.007678491	astro	0.0116661
ZMYM1	-0.002050535	6.364E-05	-0.00416471	0.011863268	astro	0.017196367
ZMYM2	-0.003524251	0.000774979	-0.007823481	1.05142E-07	astro	4.2017E-07
ZMYM3	0.002058323	0.003176162	0.000940484	0.00357037	astro	0.005927546
ZMYM4	0.000623504	0.003719195	-0.002472187	0.035644704	astro	0.046128844
ZMYM5	-0.007368009	-0.003593558	-0.011142461	4.38199E-07	astro	1.57963E-06
ZMYND11	-0.000829222	0.002460508	-0.004118953	0.006188763	astro	0.009617904
ZMYND8	0.005178421	0.007923283	0.002433559	1.52207E-05	astro	4.24424E-05
ZNF100	-0.002742074	-0.000288822	-0.005195326	0.004509882	astro	0.007244907
ZNF106	0.001956911	0.003743655	0.000170167	0.000207461	astro	0.000462299
ZNF107	-0.002775815	-0.000409938	-0.005141692	0.006569867	astro	0.010153843
ZNF117	0.002373667	0.003289744	0.001457591	8.18036E-05	astro	0.000197474
ZNF131	-0.004233017	-0.000749167	-0.007716867	0.00023787	astro	0.000522103
ZNF133	8.01044E-05	0.001582181	-0.001421973	0.004214904	astro	0.0068265
ZNF135	-0.003939698	-0.000962447	-0.006916949	0.000852163	astro	0.001651036
ZNF138	-0.002418993	2.45844E-05	-0.004862571	0.008369589	astro	0.012593722
ZNF141	-0.009724308	-0.005344446	-0.01410417	2.42475E-11	astro	1.57808E-10
ZNF146	-0.00481118	-0.001727121	-0.00789524	5.56355E-05	astro	0.000138686
ZNF148	0.003478841	0.006535657	0.000422025	0.000272011	astro	0.000590866
ZNF155	0.001249807	0.002674688	-0.000175074	0.009162982	astro	0.013677337
ZNF160	-0.001473563	0.000765697	-0.003712822	0.003262905	astro	0.005481387
ZNF195	-0.002582483	-0.000240927	-0.00492404	0.003311778	astro	0.005553774
ZNF197	-0.006484408	-0.002947931	-0.010020884	3.19462E-06	astro	1.0088E-05
ZNF207	-0.002583364	0.000742498	-0.005909226	0.050588311	astro	0.063334304
ZNF226	-0.001812866	0.000246839	-0.003872571	0.005445243	astro	0.008583439
ZNF227	0.000571883	0.001582807	-0.000439042	0.483751627	astro	0.501582694
ZNF235	-0.001274056	0.00109194	-0.003640051	0.003510394	astro	0.005843124
ZNF236	-0.00288231	-3.05906E-05	-0.00573403	0.000901121	astro	0.001735388
ZNF24	0.002343903	0.003630429	0.001057376	0.006393792	astro	0.009913621
ZNF248	-0.010232159	-0.005934647	-0.014529671	2.7615E-09	astro	1.39068E-08
ZNF25	-0.004128324	-0.001261978	-0.006994671	2.1004E-05	astro	5.70086E-05
ZNF251	2.44418E-05	0.001771061	-0.001722177	3.63673E-07	astro	1.32951E-06
ZNF253	-0.003291608	-0.000683833	-0.005899383	0.000581951	astro	0.001179162
ZNF254	0.002710292	0.005547892	-0.000127309	0.015158051	astro	0.021413653
ZNF264	0.000894081	0.00190261	-0.000114448	0.068015604	astro	0.082973853
ZNF273	0.000440353	0.001813111	-0.000932404	0.021975965	astro	0.029841327
ZNF277	0.003295645	0.005369185	0.001222106	9.00308E-05	astro	0.000215708
ZNF280D	-0.010920039	-0.006501228	-0.01533885	1.45745E-07	astro	5.70673E-07
ZNF283	-0.000362332	0.000973009	-0.001697673	0.355804765	astro	0.377358485
ZNF292	0.001806464	0.00582296	-0.002210032	0.002532131	astro	0.004389767
ZNF302	-0.003828627	-0.00106513	-0.006592125	0.000109896	astro	0.000258603
ZNF316	0.00125179	0.001850615	0.000652964	0.007354462	astro	0.011211803
ZNF318	-0.004854343	-0.001682894	-0.008025792	0.000292963	astro	0.000633105
ZNF326	-0.006188609	-0.002830024	-0.009547194	1.39344E-05	astro	3.91316E-05
ZNF331	0.000445039	0.001660453	-0.000770375	0.13209901	astro	0.152254697
ZNF334	-0.000540339	0.001644042	-0.00272472	0.169674758	astro	0.191011956
ZNF337	0.003649159	0.004444636	0.002853682	5.36458E-09	astro	2.58723E-08
ZNF33A	-0.001156401	0.001062012	-0.003374815	0.019221799	astro	0.026454074
ZNF345	-0.000334612	0.001884184	-0.002553409	0.704748027	astro	0.716254118
ZNF346	-0.003538478	-0.000587967	-0.006488989	0.012895904	astro	0.018545275
ZNF358	0.001997342	0.002204234	0.001790449	7.37408E-26	astro	1.33989E-24
ZNF362	-6.18668E-05	0.001323265	-0.001446998	0.933086403	astro	0.936149811
ZNF365	0.001908983	0.002599243	0.001218723	6.68485E-06	astro	1.99832E-05
ZNF37A	-0.056974813	0.158898711	-0.272848337	3.35728E-15	astro	3.05014E-14
ZNF385A	0.001563649	0.002248361	0.000878937	0.007153259	astro	0.010944779
ZNF395	0.001595711	0.002246747	0.000944674	0.004528103	astro	0.007270703
ZNF397	0.002270139	0.003294687	0.00124559	0.000102642	astro	0.00024298
ZNF398	-0.000120381	0.001450963	-0.001691724	0.267591972	astro	0.290774338
ZNF404	-0.000542637	0.000969135	-0.00205441	0.363461763	astro	0.38470895
ZNF407	0.003313175	0.006254096	0.000372254	0.066809027	astro	0.081635239
ZNF423	-0.007758008	-0.00379729	-0.011718726	1.29066E-09	astro	6.7737E-09
ZNF428	-0.002579714	-0.000374657	-0.004784771	0.011998288	astro	0.017372805
ZNF429	-0.00309275	-0.000504565	-0.005680936	9.53758E-05	astro	0.000227522
ZNF43	-0.0054718	-0.002157133	-0.008786468	3.52393E-05	astro	9.12963E-05
ZNF430	-0.004897702	-0.001711886	-0.008083518	6.42687E-05	astro	0.000158445
ZNF431	-0.009529035	-0.005072285	-0.013985786	3.37117E-11	astro	2.16263E-10
ZNF432	-0.001086003	0.000801692	-0.002973697	0.114543177	astro	0.133531087
ZNF438	-0.000800343	0.002867212	-0.004467898	0.01284171	astro	0.018471291
ZNF439	-0.001744384	0.000341503	-0.003830271	0.020369823	astro	0.027845938
ZNF44	-0.002396228	0.000300815	-0.005093272	0.005974938	astro	0.00932873
ZNF444	0.002725141	0.003722919	0.001727363	7.65578E-05	astro	0.000186552
ZNF445	-0.00053687	0.001201392	-0.002275131	0.002898027	astro	0.004926279
ZNF451	0.000650912	0.003459671	-0.002157848	8.28889E-06	astro	2.4324E-05
ZNF462	-0.00488084	-0.00071205	-0.00904963	4.41945E-07	astro	1.59143E-06
ZNF471	-0.001011027	0.000936634	-0.002958688	0.25775811	astro	0.280814743
ZNF483	-0.001200327	0.001262635	-0.003663289	8.13261E-05	astro	0.000196533
ZNF493	0.000500024	0.001557511	-0.000557463	0.545580237	astro	0.561275582
ZNF496	-0.000394793	0.000973152	-0.001762738	0.303343735	astro	0.325987841
ZNF507	0.000511015	0.002096096	-0.001074067	0.045363213	astro	0.057466908
ZNF512	0.000644278	0.001753667	-0.000465111	0.086617195	astro	0.103249539
ZNF516	0.017430657	0.01851031	0.016351003	3.83501E-48	astro	1.45665E-46
ZNF518A	-0.00924798	-0.004899845	-0.013596115	7.79803E-05	astro	0.000189469
ZNF519	-0.000266147	0.001171201	-0.001703494	0.116174177	astro	0.135244847
ZNF521	0.008406547	0.011449349	0.005363744	6.68856E-10	astro	3.63812E-09
ZNF528	-0.003501847	-0.000693011	-0.006310683	7.50509E-05	astro	0.000183146
ZNF529	-0.002091089	0.000175021	-0.004357198	0.005112038	astro	0.008121037
ZNF532	0.00192135	0.005326377	-0.001483677	0.000969869	astro	0.001854503
ZNF546	-0.001454915	0.000298544	-0.003208373	0.102957206	astro	0.120989564
ZNF549	0.001539362	0.002241196	0.000837529	9.28661E-06	astro	2.7016E-05
ZNF562	-0.000356143	0.001179987	-0.001892273	0.08487699	astro	0.101444978
ZNF565	-0.004957759	-0.001920634	-0.007994884	3.42912E-06	astro	1.07578E-05
ZNF566	0.000196389	0.001319408	-0.00092663	0.014299919	astro	0.020320937
ZNF568	-0.00092805	0.001043172	-0.002899272	0.479510933	astro	0.497492593
ZNF569	-0.000628131	0.000932414	-0.002188677	0.040998393	astro	0.052471387
ZNF571	-0.003516154	-0.000920331	-0.006111977	0.000548346	astro	0.001118147
ZNF573	-0.000775266	0.000739205	-0.002289737	0.207982083	astro	0.230470339
ZNF577	-0.002367588	0.000141423	-0.0048766	0.084736886	astro	0.101295534
ZNF586	-0.003098651	-0.000282182	-0.00591512	8.7291E-05	astro	0.000209817
ZNF587	-0.002733747	-0.000248584	-0.005218911	0.008126127	astro	0.012270889
ZNF589	-0.001425254	0.000606938	-0.003457446	0.096228288	astro	0.113638289
ZNF592	0.000901611	0.002118305	-0.000315083	0.235568666	astro	0.258483457
ZNF595	-0.001209301	0.000631966	-0.003050567	0.005919432	astro	0.00924851
ZNF608	0.001114279	0.004813317	-0.00258476	8.33821E-07	astro	2.88067E-06
ZNF609	-0.014966687	-0.010318624	-0.01961475	6.19311E-16	astro	6.00812E-15
ZNF621	-0.009356328	-0.005179186	-0.01353347	6.79761E-09	astro	3.23428E-08
ZNF638	-0.009039384	-0.004645705	-0.013433063	3.00725E-11	astro	1.93814E-10
ZNF641	-0.000711743	0.000749681	-0.002173167	0.487002248	astro	0.504641818
ZNF644	-0.002276731	0.001743153	-0.006296615	0.000654859	astro	0.001310132
ZNF652	0.003582534	0.005179568	0.001985499	1.7607E-07	astro	6.82653E-07
ZNF654	-0.000515281	0.001897196	-0.002927759	0.001366312	astro	0.002523358
ZNF678	-0.002229844	0.000306373	-0.004766061	0.010944268	astro	0.016009207
ZNF680	0.00865152	0.01047307	0.006829971	1.86179E-11	astro	1.22587E-10
ZNF69	-0.005137187	-0.001620403	-0.008653971	0.000146904	astro	0.000336997
ZNF692	0.003536224	0.003870446	0.003202002	2.75223E-14	astro	2.33922E-13
ZNF703	0.002762092	0.003054015	0.002470168	8.34138E-50	astro	3.33804E-48
ZNF704	-0.008506277	-0.004462221	-0.012550334	5.48875E-07	astro	1.94933E-06
ZNF706	0.004774105	0.00595379	0.00359442	3.69485E-09	astro	1.82785E-08
ZNF708	-0.0009687	0.001506171	-0.00344357	0.12095706	astro	0.140423816
ZNF710	0.003502929	0.004449824	0.002556035	3.82742E-07	astro	1.39392E-06
ZNF714	-0.011457461	-0.006618641	-0.01629628	1.25274E-13	astro	1.01595E-12
ZNF717	-0.004848679	-0.001607803	-0.008089554	0.000504931	astro	0.001037085
ZNF718	0.001445237	0.003436795	-0.000546321	0.003642768	astro	0.006027646
ZNF721	-0.015194057	-0.010518931	-0.019869184	4.07543E-15	astro	3.66298E-14
ZNF736	0.000802453	0.002494973	-0.000890067	0.000103275	astro	0.00024406
ZNF737	-0.002252531	-1.29414E-05	-0.004492121	0.000274668	astro	0.000596059
ZNF75A	-0.004434689	-0.001323853	-0.007545525	1.72983E-05	astro	4.77212E-05
ZNF75D	-0.002655861	-0.000124271	-0.005187451	0.034302708	astro	0.044624052
ZNF76	-0.000916569	0.00092882	-0.002761958	0.365081601	astro	0.386100929
ZNF770	0.003045012	0.003719781	0.002370243	6.91665E-07	astro	2.42065E-06
ZNF780B	-0.005537654	-0.001881155	-0.009194153	5.46502E-11	astro	3.42737E-10
ZNF782	0.001218018	0.003020056	-0.000584021	0.02230326	astro	0.030244812
ZNF783	0.002393854	0.003664751	0.001122957	0.003791988	astro	0.006219452
ZNF790	-0.000859992	0.000893721	-0.002613706	0.319231611	astro	0.341696246
ZNF791	0.000157174	0.00164383	-0.001329481	0.029208905	astro	0.038549562
ZNF793	-0.000588865	0.001160012	-0.002337742	0.000196758	astro	0.000440201
ZNF800	0.001331599	0.00289639	-0.000233192	0.02164276	astro	0.029430477
ZNF804B	0.007352221	0.007707162	0.00699728	5.66299E-44	astro	1.9326E-42
ZNF81	0.000548874	0.002190551	-0.001092804	0.001724279	astro	0.003113707
ZNF814	-0.002357753	-6.59157E-05	-0.004649591	0.009988418	astro	0.014765201
ZNF827	-0.012333698	-0.00781493	-0.016852465	2.47352E-12	astro	1.79584E-11
ZNF83	-0.002241247	0.000358316	-0.004840809	0.025250211	astro	0.03383639
ZNF84	-0.001554504	0.000719201	-0.00382821	0.002328504	astro	0.004074579
ZNF846	-0.008082615	-0.004042922	-0.012122308	3.05713E-08	astro	1.3192E-07
ZNF862	0.001852653	0.003235174	0.000470132	0.000162348	astro	0.000369341
ZNF891	-0.002486093	-0.000158426	-0.00481376	0.001503725	astro	0.002744176
ZNF91	-0.016049044	-0.011263746	-0.020834343	4.87655E-17	astro	5.18751E-16
ZNF98	-0.016505718	-0.01116993	-0.021841506	4.74922E-29	astro	1.00723E-27
ZNHIT6	0.002135734	0.003057419	0.00121405	0.002209782	astro	0.003888083
ZNRF1	0.004480767	0.004737233	0.004224301	9.37389E-26	astro	1.68956E-24
ZNRF2	-0.002327692	0.000101229	-0.004756612	0.034641415	astro	0.045012415
ZNRF3	-0.022870748	-0.019889826	-0.02585167	5.29258E-45	astro	1.86293E-43
ZRANB1	0.001412662	0.00343353	-0.000608206	0.010667901	astro	0.01564579
ZRANB2	-0.007613892	-0.003504757	-0.011723028	2.1362E-07	astro	8.16004E-07
ZRANB3	-0.009339774	-0.00516725	-0.013512297	6.34589E-09	astro	3.03223E-08
ZSCAN18	0.000495846	0.001891306	-0.000899613	0.578069075	astro	0.592975037
ZSCAN30	-0.001144414	0.000824867	-0.003113695	0.017815025	astro	0.024720415
ZSCAN31	0.000988299	0.001180721	0.000795877	4.2089E-144	astro	7.2556E-142
ZSCAN5A	-0.008746924	-0.004734901	-0.012758947	6.54702E-08	astro	2.69074E-07
ZSWIM5	-0.004513555	-0.000692373	-0.008334737	0.000173078	astro	0.00039138
ZSWIM6	0.001197562	0.00574282	-0.003347696	0.009830505	astro	0.014550965
ZSWIM7	-0.008732223	-0.004744026	-0.012720421	9.36414E-10	astro	5.01235E-09
ZSWIM8	0.004368283	0.004986327	0.00375024	1.04386E-12	astro	7.81497E-12
ZXDC	0.001132914	0.003517152	-0.001251325	0.217349831	astro	0.240217478
ZYG11B	-0.001552258	0.000800988	-0.003905504	0.000504256	astro	0.001036515
ZZEF1	-0.001448101	0.001010052	-0.003906255	0.296598511	astro	0.319351663
A2M	0.025812181	0.027561955	0.024062406	9.14443E-19	mic	7.57463E-17
AAGAB	-0.002355598	0.003177609	-0.007888806	0.176892503	mic	0.346077722
AAK1	-0.004120923	0.00636145	-0.014603296	0.033844051	mic	0.106059278
AAMDC	0.001700827	0.003188346	0.000213309	0.318955193	mic	0.505648264
AASDH	0.000239102	0.00373301	-0.003254807	0.990953012	mic	0.995620612
AASDHPPT	0.00249999	0.003538154	0.001461826	0.047711245	mic	0.136868622
AASS	0.000971999	0.003794376	-0.001850379	0.082744749	mic	0.204428204
AATF	-0.006215365	0.00220764	-0.014638369	0.073868655	mic	0.187230198
AATK	-0.002722238	0.002590877	-0.008035352	0.38357777	mic	0.5742113
ABAT	-0.00315684	0.002894756	-0.009208437	0.214758252	mic	0.392989466
ABCA1	0.001326149	0.007407294	-0.004754996	0.394270003	mic	0.583953435
ABCA2	-2.91722E-05	0.004242008	-0.004300352	0.997345307	mic	0.99839049
ABCA5	-0.015589689	-0.00227558	-0.028903798	0.000436094	mic	0.003122288
ABCB10	0.000688437	0.003513335	-0.002136461	0.90395911	mic	0.945570051
ABCB7	0.004325713	0.006986519	0.001664907	0.087531677	mic	0.213313052
ABCC1	-0.000372808	0.003762987	-0.004508602	0.68041164	mic	0.813814106
ABCC10	-0.006604236	0.001976404	-0.015184877	0.070907881	mic	0.181266438
ABCC4	-0.011918455	-0.003805686	-0.020031225	0.000110959	mic	0.000973175
ABCC5	0.002507022	0.006981018	-0.001966975	0.597753271	mic	0.756976586
ABCD3	-0.001662467	0.004180767	-0.007505701	0.812284501	mic	0.896624979
ABCD4	0.004398618	0.004938182	0.003859053	0.000114078	mic	0.000994677
ABCE1	-0.001739465	0.003260733	-0.006739663	0.391495222	mic	0.581538607
ABCG1	-0.007795712	0.001216924	-0.016808349	0.037483061	mic	0.114994329
ABHD12	-0.009933205	-6.00582E-06	-0.019860403	0.076837916	mic	0.193114763
ABHD13	0.000849039	0.003508713	-0.001810635	0.77850336	mic	0.875354674
ABHD17A	-0.002461685	0.003873449	-0.008796819	0.6197756	mic	0.772162457
ABHD17B	-0.001414211	0.003218136	-0.006046557	0.698387933	mic	0.823647545
ABHD18	-0.007187351	0.001454301	-0.015829003	0.083813421	mic	0.206129172
ABHD2	-0.01272863	-0.002072088	-0.023385172	0.004626082	mic	0.022312225
ABHD3	0.004430284	0.009440783	-0.000580214	0.300107299	mic	0.486898785
ABI1	0.001631023	0.01063996	-0.007377914	0.900547732	mic	0.944245196
ABI2	0.00223787	0.007174348	-0.002698609	0.447595278	mic	0.633323425
ABI3	-0.003553756	0.003233749	-0.01034126	0.478699891	mic	0.66071885
ABL1	-0.014217698	-0.003130306	-0.025305089	0.0119941	mic	0.047154128
ABL2	-0.000739392	0.006569838	-0.008048623	0.298931801	mic	0.485731437
ABLIM1	-0.002006161	0.002988143	-0.007000466	0.635104573	mic	0.782197263
ABR	-0.02191702	-0.01353094	-0.030303099	1.76663E-05	mic	0.000191567
ABRAXAS2	-0.002392746	0.003066492	-0.007851985	0.213641943	mic	0.391651158
ACAA1	0.001655054	0.004727807	-0.0014177	0.677919374	mic	0.812032767
ACACA	-0.01429231	-0.003314347	-0.025270272	0.007972393	mic	0.034280717
ACADM	0.001725959	0.004516065	-0.001064146	0.585683172	mic	0.748377748
ACADVL	0.003307197	0.007792411	-0.001178018	0.206996131	mic	0.383510012
ACAP2	0.007828061	0.017710265	-0.002054144	0.058516858	mic	0.1584898
ACAP3	-0.034843554	-0.020170855	-0.049516252	1.17156E-09	mic	3.40838E-08
ACAT1	-0.007179292	0.001511311	-0.015869894	0.033284308	mic	0.104532707
ACBD3	-0.000430241	0.004074084	-0.004934565	0.361143948	mic	0.55057835
ACBD5	0.001320832	0.003516177	-0.000874513	0.488599691	mic	0.669887025
ACBD6	-0.024569077	-0.012490859	-0.036647294	1.37738E-05	mic	0.00015269
ACER3	-0.02380875	-0.01175743	-0.03586007	1.36947E-05	mic	0.000152496
ACIN1	0.003830222	0.01004901	-0.002388566	0.437538077	mic	0.624695717
ACLY	0.00072686	0.003265886	-0.001812166	0.370403487	mic	0.560539558
ACO2	-0.006031954	0.001675612	-0.01373952	0.083351594	mic	0.20558681
ACOT9	0.002042763	0.003548657	0.000536868	0.241212525	mic	0.422369789
ACOX1	0.002468726	0.00320794	0.001729512	0.033147861	mic	0.10435439
ACSF2	0.001885328	0.003152418	0.000618239	0.243875786	mic	0.42561269
ACSF3	-0.000288645	0.004039688	-0.004616978	0.976880874	mic	0.989368727
ACSL1	0.011346168	0.016616332	0.006076004	0.00689388	mic	0.030637185
ACSL3	-0.010829879	-0.000801248	-0.020858511	0.026693471	mic	0.088641348
ACSL4	-0.013500904	-0.002906267	-0.024095542	0.010914112	mic	0.043656448
ACSM5	0.002605222	0.003842376	0.001368067	0.0608881	mic	0.163060901
ACSS1	0.003712444	0.00575472	0.001670169	0.080998691	mic	0.201533663
ACSS2	0.000862729	0.004294249	-0.002568792	0.723803556	mic	0.841310546
ACTB	0.030313255	0.037663802	0.022962708	2.75694E-09	mic	7.57713E-08
ACTG1	0.010947232	0.012010861	0.009883604	5.5108E-09	mic	1.44151E-07
ACTN4	-0.002655224	0.003940372	-0.00925082	0.34134721	mic	0.52900951
ACTR10	0.001125035	0.004169904	-0.001919835	0.633029124	mic	0.780522162
ACTR1A	0.00211735	0.004045492	0.000189207	0.307769783	mic	0.494487874
ACTR2	-0.00478588	0.005056605	-0.014628365	0.098787981	mic	0.232140077
ACTR3	0.005551291	0.013059419	-0.001956836	0.171623511	mic	0.339660714
ACTR3B	-0.004428962	0.002421172	-0.011279096	0.239101688	mic	0.420153938
ACVR1	0.001434835	0.004640409	-0.00177074	0.740093153	mic	0.850301592
ACVR1B	-0.009460797	0.000299852	-0.019221446	0.007799532	mic	0.033634423
ACVR2A	0.003811551	0.00571894	0.001904162	0.02885425	mic	0.093985117
ACYP2	0.01541562	0.018474467	0.012356773	1.10755E-06	mic	1.70243E-05
ADA2	0.003198223	0.004176989	0.002219457	0.011460167	mic	0.045535266
ADAM10	-0.006404033	0.004101589	-0.016909654	0.294601596	mic	0.48105766
ADAM17	0.008043528	0.011587541	0.004499516	0.009203538	mic	0.038411407
ADAM22	-0.010133687	0.000134029	-0.020401404	0.004557535	mic	0.022062614
ADAM23	-0.005840459	0.002205923	-0.013886842	0.002250767	mic	0.012487047
ADAM28	0.005104401	0.015483649	-0.005274847	0.126586708	mic	0.277559974
ADAM9	0.002680314	0.008980881	-0.003620254	0.548799465	mic	0.718369211
ADAMTS10	0.004017671	0.005220795	0.002814547	0.011801978	mic	0.046613905
ADAMTS17	-0.029144069	-0.010548554	-0.047739583	4.84405E-07	mic	7.91504E-06
ADAMTSL2	0.00749895	0.011288064	0.003709837	0.012787773	mic	0.049523557
ADAP1	0.001250503	0.003210797	-0.000709791	0.624294175	mic	0.77563545
ADAP2	0.005456724	0.009429283	0.001484165	0.083697855	mic	0.20608465
ADAR	0.000719979	0.005979121	-0.004539163	0.053914107	mic	0.148938196
ADARB1	-0.008345562	0.001337649	-0.018028773	0.025853619	mic	0.086624148
ADARB2	-0.013591608	-0.000842956	-0.02634026	0.00170566	mic	0.009885863
ADCK1	-0.008562007	0.000998949	-0.018122962	0.012601045	mic	0.048991286
ADCY1	8.58405E-05	0.003231382	-0.003059701	0.582704277	mic	0.746949569
ADCY2	-0.000412645	0.003704617	-0.004529907	0.254627515	mic	0.436729534
ADCY7	0.004986335	0.009867662	0.000105007	0.068488349	mic	0.178135417
ADCY9	-0.002838057	0.003250884	-0.008926998	0.26147661	mic	0.444820113
