primerid	coef	ci.hi	ci.lo	P
MED6	0.003478271	0.005897502	-0.005897502	6.89227E-05
MED9	0.003668198	0.006795956	-0.006795956	2.89105E-05
MEF2A	-0.014175357	-0.005576385	0.005576385	7.57143E-13
MEF2C	-0.07513627	-0.067362301	0.067362301	6.6999E-100
MEF2D	0.005449267	0.009747092	-0.009747092	0.000115293
MEGF8	0.023718809	0.028050285	-0.028050285	5.27989E-31
MEGF9	-0.005154164	-5.0759E-05	5.0759E-05	7.92765E-15
MEIS2	-0.050396281	-0.043932636	0.043932636	1.97769E-52
MEIS3	-0.036179207	-0.032383769	0.032383769	1.67179E-84
MEMO1	-0.008888315	-0.006322168	0.006322168	4.86233E-13
MEST	-0.012287973	-0.009243462	0.009243462	3.67995E-15
METAP2	-0.006282851	-0.002417637	0.002417637	8.77505E-15
METRN	0.022799608	0.02633237	-0.02633237	7.6915E-49
METTL14	-0.008630447	-0.005765861	0.005765861	3.80106E-12
METTL15	-0.051431292	-0.04531644	0.04531644	1.77526E-64
METTL16	-0.009365371	-0.005866783	0.005866783	3.37835E-12
METTL24	-0.012273464	-0.008953791	0.008953791	1.28883E-12
METTL25	-0.022372524	-0.017558567	0.017558567	6.2751E-22
METTL26	0.034699936	0.039075608	-0.039075608	4.5367E-71
METTL2B	-0.010333806	-0.007480246	0.007480246	1.76685E-17
METTL6	-0.070118446	-0.065227609	0.065227609	6.5839E-180
METTL8	-0.011222697	-0.008129183	0.008129183	3.50928E-14
METTL9	-0.011313547	-0.007462618	0.007462618	4.28535E-12
MFAP3	-0.013723021	-0.010006152	0.010006152	1.5861E-13
MFAP3L	0.009226268	0.012574364	-0.012574364	3.17957E-13
MFF	-0.012150502	-0.007566297	0.007566297	9.56505E-14
MFHAS1	-0.003248955	0.001069906	-0.001069906	0.000152428
MFN1	-0.003643241	0.000596681	-0.000596681	2.2546E-09
MFN2	0.005312055	0.008280918	-0.008280918	7.54299E-05
MFSD1	-0.006006276	-0.00270014	0.00270014	1.80773E-09
MFSD10	0.02343907	0.026259821	-0.026259821	4.38465E-58
MFSD11	-0.011360608	-0.007325495	0.007325495	1.25302E-10
MFSD12	0.014941401	0.018034961	-0.018034961	2.63995E-20
MFSD14B	-0.001446701	0.001807312	-0.001807312	0.001290403
MFSD14C	-0.038360382	-0.032853427	0.032853427	3.50625E-43
MFSD4A	-0.011864036	-0.008261461	0.008261461	2.4805E-14
MFSD6	-0.023874429	-0.018393011	0.018393011	1.08225E-19
MFSD8	-0.006736379	-0.003949368	0.003949368	1.52399E-10
MGA	-0.020453299	-0.014746151	0.014746151	1.72054E-14
MGAT1	0.016794614	0.019770305	-0.019770305	1.58973E-29
MGAT3	-0.016620115	-0.011773459	0.011773459	1.44503E-12
MGAT4A	0.003589759	0.008775864	-0.008775864	6.73223E-07
MGAT4C	-0.049553317	-0.039454471	0.039454471	6.09038E-28
MGAT5	-0.010675094	-0.003452252	0.003452252	0.001064631
MGAT5B	-0.030601716	-0.025153172	0.025153172	3.90731E-33
MGLL	0.025603481	0.029777257	-0.029777257	1.32301E-34
MGMT	-0.018499998	-0.014935099	0.014935099	1.57434E-25
MGRN1	0.001916198	0.006174453	-0.006174453	1.03447E-05
MGST1	-0.003399221	-0.000487868	0.000487868	0.009444159
MGST2	-0.008890287	-0.005763848	0.005763848	1.03062E-08
MGST3	-0.027776612	-0.022284974	0.022284974	2.4831E-30
MIA2	-0.007169993	-0.002567964	0.002567964	1.8551E-09
MIA3	-0.039259544	-0.034312504	0.034312504	1.30387E-55
MIB1	-0.008920106	-0.002295188	0.002295188	1.76432E-11
MIB2	-0.007981205	-0.002277215	0.002277215	1.276E-22
MICAL1	0.015663606	0.01846164	-0.01846164	1.73042E-31
MICAL2	-0.10488317	-0.097187906	0.097187906	7.0063E-162
MICAL3	-0.110658157	-0.101651511	0.101651511	3.1975E-129
MICALL2	0.031339178	0.035526656	-0.035526656	6.17623E-71
MICU1	-0.03499047	-0.027209483	0.027209483	9.05379E-20
MICU2	-0.04146643	-0.035691767	0.035691767	1.55093E-46
MICU3	-0.097627008	-0.090070823	0.090070823	1.0469E-142
MID1	-0.006812538	-0.003762591	0.003762591	2.18784E-11
MIER1	-0.021522365	-0.017107314	0.017107314	3.70552E-31
MIGA1	-0.041853512	-0.036228932	0.036228932	1.69626E-49
MIGA2	0.009233896	0.0121662	-0.0121662	2.63588E-11
MINDY2	-0.013553953	-0.008892218	0.008892218	2.16478E-14
MINDY3	-0.035920127	-0.030998072	0.030998072	4.67075E-47
MINK1	-0.002910822	0.00052832	-0.00052832	3.72313E-08
MINPP1	0.000582614	0.003388116	-0.003388116	0.007351081
MIOS	-0.018196876	-0.01477429	0.01477429	8.63237E-32
MIPEP	-0.011832652	-0.007650592	0.007650592	5.869E-13
MIPOL1	-0.062720227	-0.055131922	0.055131922	5.02552E-60
MIS18BP1	-0.021604893	-0.018321196	0.018321196	1.49777E-40
MITF	0.011792421	0.015384884	-0.015384884	3.16117E-10
MKLN1	-0.035089616	-0.025746116	0.025746116	4.40515E-19
MKNK1	-0.011943869	-0.007556304	0.007556304	5.64888E-14
MKRN1	-0.002095764	0.000767676	-0.000767676	0.000414778
MKX	-0.011870148	-0.008689165	0.008689165	1.00741E-17
MLEC	0.006543474	0.009545528	-0.009545528	4.16939E-05
MLF2	0.035664978	0.040364865	-0.040364865	7.3851E-50
MLH1	0.001293227	0.003912963	-0.003912963	3.39203E-06
MLH3	-0.008935716	-0.004609726	0.004609726	1.72226E-05
MLIP	-0.176774304	-0.168998997	0.168998997	0
MLLT1	0.00544037	0.0082208	-0.0082208	0.000374973
MLLT10	-0.085591346	-0.077084195	0.077084195	1.79236E-85
MLLT11	0.012132838	0.015517469	-0.015517469	1.35528E-11
MLLT3	0.007532605	0.01721251	-0.01721251	1.20922E-34
MLLT6	0.023189204	0.027143666	-0.027143666	8.64201E-35
MLST8	0.029927542	0.03332011	-0.03332011	1.77337E-76
MLXIP	-0.017112392	-0.012941072	0.012941072	4.43106E-17
MLXIPL	0.017551664	0.022491782	-0.022491782	2.40763E-18
MMD	0.001466637	0.004234124	-0.004234124	0.000603567
MMP16	-0.049419459	-0.039488994	0.039488994	3.50279E-43
MMP17	0.068201575	0.074320454	-0.074320454	7.587E-130
MMP24	-0.007837086	-0.004132022	0.004132022	2.85825E-07
MMS19	0.003903067	0.0076508	-0.0076508	1.05332E-16
MNAT1	-0.147346485	-0.138296248	0.138296248	6.6907E-228
MOB1A	0.005214609	0.007815667	-0.007815667	3.25779E-09
MOB1B	0.008378542	0.012738959	-0.012738959	1.44303E-06
MOB2	0.008755288	0.012389514	-0.012389514	3.23799E-14
MOB3B	-0.02194433	-0.016749779	0.016749779	3.49402E-19
MOB4	0.02691893	0.02953591	-0.02953591	4.80558E-89
MOCS2	0.005959123	0.008676353	-0.008676353	1.01515E-09
MOK	-0.020304077	-0.015860853	0.015860853	2.12487E-24
MON2	-0.084756434	-0.076670185	0.076670185	6.53325E-93
MORC3	-0.009045256	-0.005062251	0.005062251	1.07045E-11
MORF4L1	0.005575897	0.012191602	-0.012191602	7.56739E-10
MORF4L2	-0.014929096	-0.009219637	0.009219637	2.83923E-10
MORN1	-0.015534185	-0.012202821	0.012202821	1.47735E-29
MORN4	0.001333084	0.004447846	-0.004447846	4.28707E-07
MOSMO	0.006621051	0.013569316	-0.013569316	1.59742E-05
MOXD1	0.005607443	0.008617245	-0.008617245	0.001300063
MPC1	-0.008528061	-0.005367249	0.005367249	2.82262E-07
MPDZ	-0.06408603	-0.055487052	0.055487052	3.46916E-47
MPHOSPH6	0.008605676	0.012043112	-0.012043112	6.23999E-09
MPHOSPH8	-0.148576539	-0.141062423	0.141062423	0
MPHOSPH9	-0.019682978	-0.013786577	0.013786577	2.96313E-15
MPP2	0.009684823	0.013805346	-0.013805346	1.18744E-18
MPP7	-0.024815431	-0.019731338	0.019731338	2.30567E-27
MPPE1	-0.006328841	-0.00348612	0.00348612	5.24219E-09
MPPED1	-0.046579078	-0.040804028	0.040804028	1.05936E-57
MPPED2	-0.057397003	-0.051154355	0.051154355	7.70846E-75
MPRIP	-0.029106771	-0.022023454	0.022023454	1.96612E-21
MPV17	-0.010948941	-0.00830211	0.00830211	4.43336E-20
MPZL1	-0.002303798	0.000892414	-0.000892414	0.000342735
MRAP2	-0.011847804	-0.008670038	0.008670038	1.68304E-12
MRAS	0.003760969	0.007605322	-0.007605322	1.99958E-06
MRE11	-0.003138	3.15111E-05	-3.15111E-05	1.22657E-05
MRFAP1	0.0116688	0.014578876	-0.014578876	1.10147E-15
MRNIP	-2.37742E-05	0.002807492	-0.002807492	0.167168529
MROH1	-0.004453905	0.001808399	-0.001808399	1.17601E-08
MROH8	-0.010370486	-0.0075526	0.0075526	1.44173E-21
MRPL1	0.011464446	0.014735357	-0.014735357	5.82534E-28
MRPL19	-0.010883463	-0.007085894	0.007085894	5.84275E-16
MRPL28	0.024593302	0.027573174	-0.027573174	1.73828E-58
MRPL3	-0.011728787	-0.00871644	0.00871644	1.86849E-19
MRPL33	0.005713879	0.009638476	-0.009638476	9.68702E-05
MRPL41	0.053505071	0.06079021	-0.06079021	4.12236E-78
MRPL42	0.006720279	0.009832755	-0.009832755	1.11865E-06
MRPS21	0.00381652	0.007374349	-0.007374349	0.013596409
MRPS25	-0.035831562	-0.032419634	0.032419634	4.237E-102
MRPS26	0.010497213	0.01342761	-0.01342761	8.77913E-12
MRPS27	8.66721E-05	0.00352253	-0.00352253	0.111116705
MRPS30	-0.002008919	0.000735816	-0.000735816	0.05229023
MRPS31	-0.004561464	-0.001126382	0.001126382	8.9779E-07
MRPS35	-0.007719174	-0.004877469	0.004877469	3.60335E-11
MRPS5	0.008652172	0.012980618	-0.012980618	1.52678E-13
MRPS6	0.016272964	0.020066973	-0.020066973	5.69994E-16
MRPS9	-0.003991936	-0.000749144	0.000749144	0.00030009
MRRF	-0.01020445	-0.007447154	0.007447154	1.6542E-13
MRS2	-0.004405325	-0.00128735	0.00128735	0.004937333
MRTFA	0.123572349	0.126779874	-0.126779874	0
MRTFB	0.225592513	0.230098142	-0.230098142	0
MSANTD2	-0.011128728	-0.008143663	0.008143663	2.66915E-15
MSANTD4	-0.009842283	-0.006391775	0.006391775	1.4218E-15
MSH2	-0.049671518	-0.044119806	0.044119806	5.92787E-69
MSH3	-0.031059913	-0.025431771	0.025431771	7.25663E-28
MSH4	-0.000244869	0.003118265	-0.003118265	0.446472719
MSI2	0.005671538	0.012897647	-0.012897647	2.32543E-14
MSL1	0.001260487	0.005275306	-0.005275306	1.41652E-09
MSL2	0.000669887	0.004640796	-0.004640796	0.001134597
MSMO1	0.011226316	0.014284467	-0.014284467	1.76752E-12
MSRA	-0.053489917	-0.043885677	0.043885677	5.40274E-41
MSRB3	-0.013140488	-0.008934067	0.008934067	8.72875E-11
MT2A	0.132987008	0.137509947	-0.137509947	0
MT3	0.261897418	0.269141846	-0.269141846	0
MTA1	0.005212527	0.008383219	-0.008383219	8.82469E-07
MTA3	-0.043210749	-0.036462871	0.036462871	7.40202E-39
MTCH1	0.039311241	0.04437024	-0.04437024	3.80267E-51
MTCH2	-0.00934307	-0.005797635	0.005797635	2.90505E-11
MTCL1	-0.057673415	-0.051727044	0.051727044	1.282E-80
MTDH	0.005668995	0.011101147	-0.011101147	6.03254E-11
MTERF1	-0.032280705	-0.02742168	0.02742168	2.43785E-40
MTERF4	-0.001694132	0.001343464	-0.001343464	0.000449307
MTF2	-0.036024381	-0.031698447	0.031698447	9.38581E-71
MTFMT	-0.013782189	-0.010659945	0.010659945	1.13155E-21
MTFR1L	0.01374683	0.016644895	-0.016644895	4.94253E-23
MTG2	-0.010944918	-0.008026906	0.008026906	3.31898E-18
MTHFD1	-0.007293087	-0.004474927	0.004474927	4.41917E-07
MTHFD1L	-0.028958221	-0.023448876	0.023448876	2.16874E-27
MTHFD2L	-0.011892188	-0.007448356	0.007448356	1.25681E-07
MTHFR	-0.002768963	0.000498617	-0.000498617	4.09E-08
MTIF3	0.003588565	0.006562489	-0.006562489	7.76927E-08
MTM1	-0.007455199	-0.003504375	0.003504375	1.45884E-05
MTMR1	-0.023818562	-0.01936527	0.01936527	3.75496E-29
MTMR12	-0.001534035	0.003193708	-0.003193708	2.24624E-05
MTMR2	-0.024926723	-0.020477106	0.020477106	3.95172E-33
MTMR3	-0.039285549	-0.034057537	0.034057537	7.29176E-51
MTMR4	-0.004694627	-0.00175709	0.00175709	2.7753E-12
MTMR6	0.001065349	0.005095535	-0.005095535	6.463E-08
MTMR7	-0.035045934	-0.029304765	0.029304765	5.46561E-33
MTMR9	0.001081535	0.004682785	-0.004682785	1.78991E-06
MTOR	-0.02905394	-0.024969987	0.024969987	9.70663E-47
MTPN	0.008184576	0.013177859	-0.013177859	2.00934E-10
MTR	-0.013720812	-0.00854966	0.00854966	4.38193E-12
MTREX	-0.016513002	-0.011468935	0.011468935	5.15568E-13
MTRR	0.002899733	0.00573573	-0.00573573	0.000606172
MTSS1	0.020400386	0.026679617	-0.026679617	9.30517E-10
MTURN	0.025463676	0.031864968	-0.031864968	3.83004E-30
MTUS1	0.023007117	0.026949193	-0.026949193	3.82254E-29
MTUS2	-0.123405911	-0.113977554	0.113977554	3.9924E-154
MTX2	-0.041495191	-0.035421174	0.035421174	2.06675E-44
MTX3	-0.004048044	-0.001157874	0.001157874	1.01979E-11
MVB12B	-0.030730247	-0.025022221	0.025022221	3.2345E-31
MVD	0.019651767	0.024920114	-0.024920114	2.21516E-28
MXD1	0.003057654	0.006979492	-0.006979492	1.41383E-05
MXD4	0.028761833	0.033134023	-0.033134023	7.89376E-43
MXI1	0.003742451	0.009218834	-0.009218834	1.77164E-09
MXRA7	0.00378068	0.006919007	-0.006919007	0.025357466
MYCBP2	-0.093746337	-0.084961338	0.084961338	8.99786E-97
MYEF2	-0.077187827	-0.070334901	0.070334901	9.6043E-116
MYH10	-0.076538219	-0.069005513	0.069005513	4.5539E-88
MYH14	-0.002479884	0.000463153	-0.000463153	8.83304E-10
MYH9	0.006382907	0.00985253	-0.00985253	3.30052E-10
MYL12B	-0.003045481	-0.000291689	0.000291689	0.084352963
MYL6	0.031664823	0.034820982	-0.034820982	1.62017E-94
MYL6B	0.029011803	0.03198409	-0.03198409	3.56634E-84
MYO16	0.025994885	0.03237315	-0.03237315	2.16553E-15
MYO18A	-0.005236762	-0.00205619	0.00205619	2.05768E-21
MYO19	-0.011648377	-0.008960656	0.008960656	2.45501E-18
MYO1B	-0.013113584	-0.009431819	0.009431819	1.41815E-15
MYO1D	-0.065047486	-0.058423205	0.058423205	1.35648E-82
MYO5A	-0.072637431	-0.063492544	0.063492544	2.83004E-59
MYO5C	-0.023251885	-0.020113829	0.020113829	5.15776E-53
MYO6	-0.039756527	-0.033242773	0.033242773	1.11604E-36
MYO9A	-0.042375378	-0.034016173	0.034016173	9.68497E-24
MYO9B	0.004329867	0.009378713	-0.009378713	3.40885E-15
MYOM2	-0.013627237	-0.010546777	0.010546777	2.54783E-19
MYRIP	-0.161701658	-0.15213502	0.15213502	1.3133E-241
MYSM1	-0.026614041	-0.021345686	0.021345686	2.66162E-26
MYT1L	-0.130005483	-0.122515805	0.122515805	2.7913E-253
MZF1	-0.001694465	0.001515222	-0.001515222	0.004958667
MZT2A	-0.00083387	0.002231038	-0.002231038	1.693E-05
MZT2B	0.009495667	0.013225086	-0.013225086	8.52736E-07
N4BP1	-0.00309122	0.002400101	-0.002400101	4.96044E-07
N4BP2	0.004316485	0.008627282	-0.008627282	0.01383539
N4BP2L1	-0.037221692	-0.031696913	0.031696913	1.19662E-43
N4BP2L2	-0.125247878	-0.115855317	0.115855317	9.5644E-151
NAA15	-0.014613679	-0.009839438	0.009839438	1.44433E-12
NAA16	-0.015420503	-0.010269607	0.010269607	6.39798E-11
NAA25	0.001343848	0.005979905	-0.005979905	7.25195E-07
NAA30	0.004337713	0.007282673	-0.007282673	8.63171E-07
NAA35	0.000456339	0.00476687	-0.00476687	1.66092E-09
NAA38	0.014016769	0.01710307	-0.01710307	2.74171E-22
NAA50	0.00882954	0.012946704	-0.012946704	4.50372E-09
NAAA	-8.82343E-05	0.002842151	-0.002842151	0.301458997
NAALAD2	-0.008978473	-0.004001179	0.004001179	6.96995E-10
NAALADL2	-0.067386449	-0.060741129	0.060741129	5.7251E-91
NAB1	-0.028525951	-0.024675813	0.024675813	1.138E-54
NAB2	0.008786733	0.011873577	-0.011873577	8.85066E-10
NACA	0.068190567	0.071495683	-0.071495683	0
NACC1	0.022702706	0.02555869	-0.02555869	7.97638E-54
NADK2	-0.016097384	-0.012770618	0.012770618	2.10461E-27
NADSYN1	-0.015288273	-0.012279839	0.012279839	1.97871E-39
NAE1	0.007291993	0.010803615	-0.010803615	1.02762E-09
NAF1	-0.013142388	-0.009083969	0.009083969	2.07202E-11
NAGK	0.014228395	0.016892361	-0.016892361	1.77823E-32
NAGPA	-0.009853338	-0.00637711	0.00637711	1.47438E-08
NAIP	-0.039732511	-0.035795113	0.035795113	5.7267E-104
NALCN	-0.158793442	-0.149595134	0.149595134	2.6219E-259
NAMPT	0.007151253	0.009985935	-0.009985935	1.51858E-08
NAP1L1	0.009403573	0.017074837	-0.017074837	6.68552E-21
NAP1L2	-0.016342917	-0.011881141	0.011881141	9.85373E-16
NAP1L3	-0.003639591	0.002423604	-0.002423604	2.3376E-09
NAP1L4	0.01238237	0.017586846	-0.017586846	5.50475E-11
NAP1L5	-0.011303163	-0.008626238	0.008626238	6.06978E-16
NAPA	0.030275591	0.035160407	-0.035160407	1.09998E-34
NAPB	0.027465141	0.034096046	-0.034096046	1.07009E-27
NAPEPLD	-0.003956963	0.001088331	-0.001088331	1.0593E-07
NAPG	-0.005124993	-0.001320516	0.001320516	2.20429E-05
NARF	0.019499946	0.023372926	-0.023372926	1.61305E-33
NARS2	-0.001966358	0.001672213	-0.001672213	0.46879581
NASP	0.000446844	0.003836636	-0.003836636	1.54307E-13
NAT10	-0.006116128	-0.003023501	0.003023501	1.19804E-06
NAT14	0.013752716	0.01743661	-0.01743661	2.48055E-16
NAT8L	0.009735583	0.015451476	-0.015451476	3.00048E-26
NAV1	-0.000129445	0.006596828	-0.006596828	7.05762E-06
NAV2	-0.075851263	-0.066387608	0.066387608	6.03339E-57
NAV3	-0.112514759	-0.105613519	0.105613519	1.7457E-227
NAXD	-0.002857678	-0.000413299	0.000413299	0.056890895
NBAS	-0.05962028	-0.051165804	0.051165804	1.50504E-43
NBDY	-0.021063857	-0.017129815	0.017129815	1.39585E-27
NBEA	-0.115839424	-0.109232959	0.109232959	1.0883E-266
NBEAL1	-0.030756639	-0.025324343	0.025324343	1.79653E-28
NBL1	0.048593491	0.05245993	-0.05245993	1.8972E-134
NBN	-0.011090962	-0.007415847	0.007415847	2.99166E-14
NBPF1	-0.028507074	-0.025507543	0.025507543	1.04218E-83
NBPF12	-0.016023329	-0.012424042	0.012424042	3.26824E-19
NBR1	0.001611714	0.004693929	-0.004693929	8.16958E-07
NCALD	-0.151612376	-0.14249275	0.14249275	6.1079E-232
NCAM1	-0.064674914	-0.055816241	0.055816241	1.77319E-48
NCAM2	0.165798795	0.176228675	-0.176228675	5.9037E-267
NCAN	-0.006310925	-0.00236972	0.00236972	5.8742E-16
NCBP1	0.003548649	0.006377241	-0.006377241	0.001957955
NCBP3	-9.04805E-05	0.002909923	-0.002909923	0.036272909
NCDN	0.165345856	0.172709891	-0.172709891	0
NCEH1	-0.01382429	-0.007428879	0.007428879	1.71685E-20
NCK1	-0.004689782	-0.001722892	0.001722892	2.33387E-06
NCK2	-0.008220853	-0.003073916	0.003073916	1.1924E-07
NCKAP1	-0.03421849	-0.026008436	0.026008436	8.60224E-21
NCKAP5	0.030594395	0.034791237	-0.034791237	1.19561E-44
NCKIPSD	0.010908649	0.013947868	-0.013947868	5.91947E-15
NCL	0.012379271	0.016258283	-0.016258283	1.91826E-15
NCLN	0.004858511	0.008078482	-0.008078482	2.59869E-13
NCOA1	-0.02275832	-0.013317344	0.013317344	4.13251E-19
NCOA2	-0.001622181	0.006369857	-0.006369857	0.000353668
NCOA3	-0.003018086	0.001473695	-0.001473695	6.16471E-07
NCOA4	0.001113668	0.004063484	-0.004063484	0.000208392
NCOA5	-0.000897962	0.00298878	-0.00298878	5.19584E-08
NCOA6	-0.011830648	-0.007278024	0.007278024	8.04105E-12
NCOA7	0.012219798	0.01920477	-0.01920477	1.75438E-17
NCOR1	-0.029155002	-0.021975502	0.021975502	4.67982E-21
NCOR2	-0.002281079	0.002713132	-0.002713132	8.31379E-05
NCS1	0.020594069	0.026481514	-0.026481514	1.25556E-17
NDEL1	-0.004874244	-0.002130641	0.002130641	0.000186785
NDFIP1	-0.025005121	-0.017867359	0.017867359	4.81594E-15
NDFIP2	-0.036978817	-0.02973122	0.02973122	2.32849E-34
NDRG1	0.016008713	0.018691714	-0.018691714	5.2226E-34
NDRG2	0.052899445	0.056533039	-0.056533039	4.9192E-185
NDRG3	-0.012848062	-0.007972795	0.007972795	3.60471E-09
NDRG4	0.0432992	0.050826978	-0.050826978	2.473E-31
NDST1	0.003304013	0.006221239	-0.006221239	5.89206E-07
NDST3	-0.094135417	-0.086087747	0.086087747	1.1026E-118
NDUFA10	-0.024698854	-0.018678447	0.018678447	8.32284E-22
NDUFA3	0.073532995	0.076949132	-0.076949132	0
NDUFA4	0.010574002	0.01515264	-0.01515264	8.02746E-06
NDUFA5	-0.000820361	0.002911075	-0.002911075	0.017566206
NDUFAF2	-0.02618914	-0.020914139	0.020914139	2.64766E-23
NDUFAF5	-0.009535426	-0.006194227	0.006194227	1.01667E-14
NDUFAF6	-0.0027223	0.001533091	-0.001533091	2.90601E-08
NDUFAF7	-0.032699308	-0.029165193	0.029165193	1.99125E-75
NDUFB1	0.038367992	0.041080045	-0.041080045	1.6774E-188
NDUFB10	0.017906737	0.020619406	-0.020619406	4.65395E-41
NDUFB6	-0.003333525	-0.000680721	0.000680721	1.29488E-06
NDUFB7	0.020854309	0.024103474	-0.024103474	7.44995E-41
NDUFS1	0.000416939	0.005850889	-0.005850889	2.48358E-05
NDUFS2	0.041686192	0.045409251	-0.045409251	9.6023E-107
NDUFS4	-0.028553551	-0.024015469	0.024015469	2.59867E-37
NDUFS5	0.010825019	0.014353989	-0.014353989	9.68599E-09
NDUFS7	0.048625656	0.053245344	-0.053245344	2.3767E-103
NDUFS8	0.020875198	0.024089008	-0.024089008	2.23082E-42
NDUFV1	0.033490094	0.037497019	-0.037497019	1.668E-97
NDUFV2	0.005606856	0.00901919	-0.00901919	1.44813E-12
NDUFV3	-0.004340495	-0.000523789	0.000523789	1.59191E-06
NEBL	-0.034859101	-0.025372385	0.025372385	1.90018E-18
NECAB1	-0.034012999	-0.024684832	0.024684832	5.62827E-34
NECAB3	0.031575468	0.034643848	-0.034643848	1.13417E-91
NECAP1	0.000482115	0.003075956	-0.003075956	0.025719487
NECTIN1	0.00159171	0.005521136	-0.005521136	0.008286864
NECTIN3	-0.068086429	-0.061675728	0.061675728	2.39476E-96
NEDD4L	-0.046373229	-0.037382588	0.037382588	5.91454E-23
NEFL	0.009368279	0.014278183	-0.014278183	5.58239E-25
NEFM	-0.003256164	0.000572038	-0.000572038	0.112125126
NEGR1	-0.012389232	-0.005512189	0.005512189	1.01779E-55
NEIL1	0.012538601	0.015041591	-0.015041591	1.91173E-25
NEK1	-0.080694465	-0.073641294	0.073641294	1.2282E-111
NEK10	-0.081198575	-0.074686767	0.074686767	4.6493E-133
NEK11	-0.028438966	-0.023042958	0.023042958	3.94202E-28
NEK4	-0.008694965	-0.004864718	0.004864718	3.19989E-06
NEK7	0.002863242	0.006561536	-0.006561536	3.39188E-07
NEK9	0.002570198	0.00578909	-0.00578909	3.69734E-06
NELFA	-0.058671046	-0.052880646	0.052880646	5.82518E-91
NELFB	0.016238601	0.019421704	-0.019421704	6.9479E-30
NELFCD	0.006651705	0.009366109	-0.009366109	8.30063E-06
NELL1	-0.148897349	-0.139770401	0.139770401	1.2547E-224
NELL2	-0.148446355	-0.138428661	0.138428661	5.9376E-183
NEMF	-0.015755142	-0.01027093	0.01027093	5.13414E-11
NENF	0.00444333	0.00745772	-0.00745772	1.00563E-07
NEO1	-0.014983886	-0.008413407	0.008413407	2.44407E-17
NEPRO	-0.004777074	-0.002076749	0.002076749	1.26088E-09
NETO1	-0.049590939	-0.040940829	0.040940829	1.78877E-30
NETO2	-0.017269204	-0.012541406	0.012541406	5.95916E-12
NEU3	-0.009265078	-0.006538345	0.006538345	7.97847E-19
NEURL1	-0.03399692	-0.028838561	0.028838561	3.42905E-43
NEUROD2	0.008141712	0.011288761	-0.011288761	6.51757E-15
NEXMIF	-0.075367949	-0.068537823	0.068537823	1.4153E-103
NF1	-0.095876983	-0.086887151	0.086887151	8.1311E-96
NF2	0.00127232	0.004879054	-0.004879054	0.000143302
NFASC	-0.010488087	-0.002831088	0.002831088	1.20743E-10
NFAT5	-0.118393516	-0.109841111	0.109841111	7.5563E-162
NFATC2IP	-0.015696161	-0.012758015	0.012758015	2.85847E-29
NFATC3	-0.022573091	-0.017746223	0.017746223	2.24831E-21
NFE2L1	0.02248364	0.026445151	-0.026445151	2.35141E-27
NFE2L2	-0.095236281	-0.089953944	0.089953944	3.1015E-296
NFIA	0.096015726	0.10368097	-0.10368097	1.8595E-132
NFIB	0.025746618	0.03439051	-0.03439051	1.38499E-30
NFIC	-0.009712292	-0.004269411	0.004269411	1.03657E-10
NFIX	-0.028464425	-0.020973345	0.020973345	2.59198E-17
NFKB1	-0.011396336	-0.006398567	0.006398567	2.47467E-09
NFX1	-0.039333852	-0.034440444	0.034440444	5.63825E-57
NFXL1	-0.009516787	-0.006092209	0.006092209	2.70777E-09
NFYC	-0.002988783	0.001255511	-0.001255511	0.065167641
NGEF	-0.025775515	-0.020417989	0.020417989	5.90681E-21
NGLY1	-0.009029087	-0.00492266	0.00492266	1.82528E-09
NHLRC2	-0.012663096	-0.008332716	0.008332716	3.97566E-12
NHLRC3	-0.011007827	-0.007746755	0.007746755	1.46696E-19
NHS	-0.00943962	-0.003197604	0.003197604	0.011361658
NHSL2	-0.004063992	-0.000897963	0.000897963	0.018573612
NIM1K	-0.020273787	-0.015296355	0.015296355	1.0509E-15
NIN	-0.097384764	-0.089195732	0.089195732	1.4289E-119
NIPA1	-0.036729897	-0.032456037	0.032456037	1.14038E-68
NIPAL2	-0.106611283	-0.09983207	0.09983207	1.202E-216
NIPAL3	-0.018315673	-0.014928754	0.014928754	2.3062E-26
NIPBL	-0.023288433	-0.015639354	0.015639354	1.60321E-13
NIPSNAP2	-0.038171998	-0.034014492	0.034014492	2.32854E-82
NISCH	0.067116622	0.073293462	-0.073293462	1.5666E-116
NKAIN2	-0.060181899	-0.049596714	0.049596714	3.54501E-28
NKAIN3	0.01926336	0.024432357	-0.024432357	2.81276E-12
NKTR	-0.183007369	-0.174769924	0.174769924	0
NLGN1	0.007311704	0.015616311	-0.015616311	2.65926E-26
NLGN2	0.017353976	0.020421057	-0.020421057	1.20588E-27
NLGN3	-0.014000957	-0.010208755	0.010208755	4.60213E-24
NLGN4X	-0.014163682	-0.006092342	0.006092342	5.90296E-08
NLGN4Y	-7.07665E-05	4.13391E-05	-4.13391E-05	0.003312201
NLK	-0.073436462	-0.064577277	0.064577277	7.28128E-59
NLN	-0.022850886	-0.018741531	0.018741531	5.92347E-30
NLRP1	-0.035186452	-0.031944419	0.031944419	1.2946E-105
NMD3	-0.041335566	-0.036356398	0.036356398	5.3168E-61
NME3	0.043294193	0.047751568	-0.047751568	1.28632E-86
NME5	-0.027720831	-0.022901031	0.022901031	3.84877E-32
NME7	-0.065324587	-0.05864516	0.05864516	1.6982E-81
NME9	-0.003429189	0.000393924	-0.000393924	0.004380347
